1.750   1.00   0.828   -0.60   14.96    4.54      8.895    6.124     9.72    8.33
1.750   1.00   0.828   -0.25   18.83    4.48     11.681    5.954    -1.92    8.92
1.750   1.00   0.828    0.05   22.08    4.02      1.471    4.667    -9.92    7.96
1.750   1.00   0.828    0.35   16.12    4.42      1.089    5.275    -3.46    8.29
1.750   1.00   0.828    0.65   20.90    5.99      1.089    6.053    -1.32    9.79
1.750   1.00   0.828    0.90   12.25    6.02      1.725    6.491     6.91   10.59
1.850   1.00   0.788   -0.60   33.42    4.95      8.712    6.548   -17.63    9.86
1.850   1.00   0.788   -0.25   61.05    5.20     11.978    6.406   -29.02   10.12
1.850   1.00   0.788    0.05   67.27    6.10     -6.208    8.782   -46.76   12.78
1.850   1.00   0.788    0.35   59.34    5.68     -4.497    7.877   -20.37   11.40
1.850   1.00   0.788    0.65   42.39    7.19    -11.186    9.857    -9.72   15.59
1.850   1.00   0.788    0.90   31.69    7.23     -7.905    7.792     1.20   13.77
1.950   1.00   0.742   -0.60   17.95    7.33      6.406   11.512   -11.11   14.96
1.950   1.00   0.742   -0.25   51.99    4.04      6.930    5.317   -27.71    8.52
1.950   1.00   0.742    0.05   66.14    4.24     -4.653    5.416   -15.92    8.90
1.950   1.00   0.742    0.35   58.68    5.74    -10.281    8.344   -29.96   10.83
1.950   1.00   0.742    0.65   44.60    6.60    -15.938   10.324    -2.25   14.87
1.950   1.00   0.742    0.90   29.48   10.02     -9.504   11.172    18.96   18.69
2.050   1.00   0.685   -0.25   19.35    2.49      6.350    3.620    -3.66    5.80
2.050   1.00   0.685    0.05   31.34    3.02      0.339    4.186   -10.56    6.80
2.050   1.00   0.685    0.35   31.91    4.35     -8.103    6.477    -5.86    8.50
2.050   1.00   0.685    0.65   34.09    6.47    -16.051   10.635    -5.94   14.51
2.050   1.00   0.685    0.90   47.63   13.80      4.426   18.088     8.80   26.98
2.150   1.00   0.617   -0.60    7.75    3.75     -2.616    6.576     3.10    8.66
2.150   1.00   0.617   -0.25   12.69    1.84      2.404    2.885    -1.65    4.72
2.150   1.00   0.617    0.05   21.46    2.34     -1.711    3.437     7.20    5.98
2.150   1.00   0.617    0.35   25.05    3.49     -9.348    5.530    -5.24    7.98
2.150   1.00   0.617    0.65   26.36    7.33      3.635   13.265    -7.04   17.41
2.150   1.00   0.617    0.90   26.42   27.03     17.918   40.871    20.84   51.73
2.250   1.00   0.537   -0.60    7.53    3.37      0.495    6.802    -0.04    9.48
2.250   1.00   0.537   -0.25    7.47    1.75      2.574    3.041     2.89    5.04
2.250   1.00   0.537    0.05   14.34    2.37      3.932    3.988     1.65    6.96
2.250   1.00   0.537    0.35   19.58    3.70     -4.002    6.477    -0.83   10.88
2.250   1.00   0.537    0.65   25.01    6.23      0.269   10.932    -9.21   15.09
2.250   1.00   0.537    0.90   74.19   20.34     74.430   41.380    84.11   57.29
2.350   1.00   0.444   -0.60    4.73    3.43      0.424    8.273    -5.06   13.13
2.350   1.00   0.444   -0.25    5.82    1.51     -3.932    2.956     7.77    5.34
2.350   1.00   0.444    0.05    8.35    2.10     -0.311    4.200     0.13    7.35
2.350   1.00   0.444    0.35   11.35    3.22      1.146    6.095     0.25   12.03
2.350   1.00   0.444    0.65   27.55    6.55      2.984   13.435     1.55   19.61
2.350   1.00   0.444    0.90   40.78   12.56    -23.320   26.601   -34.35   54.43
1.750   1.55   0.744   -0.60    6.28    2.72      1.485    3.012    -0.38    5.89
1.750   1.55   0.744   -0.25   13.65    3.34     -0.792    5.360     2.91    7.98
1.750   1.55   0.744    0.05   11.97    2.89     -0.184    3.620     1.96    6.28
1.750   1.55   0.744    0.35   13.55    3.27      2.899    3.677     0.53    6.45
1.750   1.55   0.744    0.65    6.81    5.81      0.226    5.020     9.20   10.18
1.750   1.55   0.744    0.90    6.51    4.40     -0.113    5.346     0.27    8.02
1.850   1.55   0.696   -0.60   18.02    3.39     -2.008    4.964   -12.88    7.78
1.850   1.55   0.696   -0.25   36.46    3.77     11.215    5.515   -11.37    8.29
1.850   1.55   0.696    0.05   40.45    4.25      2.362    6.675   -23.05    9.96
1.850   1.55   0.696    0.35   38.29    4.07     -5.402    6.180    -7.41    9.52
1.850   1.55   0.696    0.65   24.52    6.50    -16.900    9.291   -19.72   12.99
1.850   1.55   0.696    0.90   18.99    5.50     -5.798    6.548     2.21   11.29
1.950   1.55   0.639   -0.60   19.31    5.25     -0.255    9.489    -8.43   13.20
1.950   1.55   0.639   -0.25   27.73    2.78      2.022    4.158    -5.29    6.94
1.950   1.55   0.639    0.05   36.75    3.43      2.489    5.091   -25.96    8.12
1.950   1.55   0.639    0.35   30.84    4.83    -11.597    8.330   -12.72   11.56
1.950   1.55   0.639    0.65   19.20    4.99    -18.159    8.528     1.60   13.29
1.950   1.55   0.639    0.90   23.79    7.51      0.226    8.881    -6.43   15.29
2.050   1.55   0.572   -0.60    5.46    4.60      0.764    7.821    -3.68    9.12
2.050   1.55   0.572   -0.25   14.87    1.98      2.333    3.097    -8.66    5.38
2.050   1.55   0.572    0.05   19.68    2.37     -1.188    3.691     4.38    6.42
2.050   1.55   0.572    0.35   23.59    3.66     -3.719    6.392    -0.38    8.69
2.050   1.55   0.572    0.65   23.55    5.21     -7.693    9.504    -0.50   13.88
2.050   1.55   0.572    0.90   23.94   14.10      3.903   21.524     6.52   25.38
2.150   1.55   0.493   -0.60    4.68    3.40     -3.677    6.435     3.30    8.64
2.150   1.55   0.493   -0.25    6.11    1.60      2.659    2.942     0.29    5.08
2.150   1.55   0.493    0.05   10.28    1.91      0.057    3.422     8.54    6.08
2.150   1.55   0.493    0.35   14.96    3.26     -3.606    6.081    -2.90    9.20
2.150   1.55   0.493    0.65   22.93    7.20     13.195   15.076    25.88   20.10
2.150   1.55   0.493    0.90   25.66   13.87     18.300   23.801    20.22   36.99
2.250   1.55   0.465   -0.60    6.70    3.52     -0.127    7.184     5.03   12.27
2.250   1.55   0.465   -0.25    5.51    1.34      1.994    2.744    -0.46    5.18
2.250   1.55   0.465    0.05    7.64    1.86     -3.182    3.818     8.68    7.16
2.250   1.55   0.465    0.35   10.49    2.75     -3.578    5.798     5.16   10.43
2.250   1.55   0.465    0.65   22.55   11.47     15.726   27.464    30.02   34.78
2.250   1.55   0.465    0.90   32.78   13.78     -3.352   30.745    38.34   48.44
2.350   1.55   0.301   -0.60    4.50    3.55      3.635    9.603   -17.99   16.31
2.350   1.55   0.301   -0.25    4.94    1.27     -3.210    3.224     2.18    6.70
2.350   1.55   0.301    0.05    3.93    1.85      0.000    4.639     5.41    9.59
2.350   1.55   0.301    0.35    7.93    2.38      2.616    5.855     7.60   12.40
2.350   1.55   0.301    0.65   17.02    7.58     16.037   20.068     5.87   32.05
2.350   1.55   0.301    0.90   52.74   29.15     46.754   71.927    84.48  110.20
1.750   2.05   0.656   -0.60    6.62    2.02      2.588    2.843    -1.53    4.97
1.750   2.05   0.656   -0.25   10.49    2.72      5.812    4.243     2.04    6.69
1.750   2.05   0.656    0.05   10.07    2.86      0.679    2.814    -9.73    6.71
1.750   2.05   0.656    0.35   12.10    3.02      6.237    4.441    -1.95    7.57
1.750   2.05   0.656    0.65    8.63    3.36      1.796    4.158    -6.23    7.14
1.850   2.05   0.599   -0.60   12.86    4.17      3.875    6.378    -2.89   11.41
